Has_Financial_Questions,SME_Age,SME_Type,Industry_Sector,SME_Size_Category,Literacy_Accounting,Literacy_Budgeting,Literacy_Investment_Evaluation,Literacy_Credit_Knowledge,Risk_Awareness,Risk_Evaluation,Risk_Mitigation_Strategies,Risk_Taking_Willingness,Assessment_Data_Driven,Assessment_Expert_Consultation,Assessment_Scenario_Analysis,Assessment_Internal_Evaluation,Decision_Autonomy,Decision_Consultation,Decision_Financial_Advisor,Decision_Strategic_Alignment,Decision_Investment_Choices,Decision_Loan_Approval,Decision_Capital_Allocation,Decision_CashFlow_Management,Analysis_Accounting_Tools,Analysis_Financial_Ratios,Analysis_Forecasting,Analysis_Benchmarking,Liquidity_Stability,Uses_Digital_Finance,Annual_Revenue_Category,Financial_Distress
YES,11.579238798234075,2.158477596468148,5.0,3.0,4.158477596468148,3.579238798234074,5.0,9.0,6.737716394702223,1.0,2.579238798234074,1.0,2.579238798234074,2.579238798234074,2.579238798234074,2.579238798234074,4.4207612017659255,5.0,5.0,3.420761201765926,3.579238798234074,3.579238798234074,3.0,4.0,3.0,4.5792387982340745,3.841522403531852,4.158477596468148,4.0,0.0,0.0,0
YES,25.0,2.601682164018296,2.203364328036592,5.0,4.0,4.0,3.601682164018296,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,2.4067286560731844,4.0,3.398317835981704,5.796635671963408,3.0,4.0,1.398317835981704,0.0,3.0,0
YES,9.937108944919677,4.0,4.0,3.0,3.0,2.062891055080323,5.0,0.0,4.748435779678708,1.0,1.937108944919677,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,1.125782110160646,3.0,1.937108944919677,7.0,4.062891055080323,1.0,0.125782110160646,1.0,4.0,0
YES,11.623604273911537,3.3763957260884627,2.3763957260884627,1.0,3.0,4.0,4.0,4.0,6.623604273911537,2.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,3.3763957260884627,4.0,4.0,0.0,5.0,5.0,6.0,0.0,1.0,0
YES,10.500455675106961,3.75022783755348,3.75022783755348,2.24977216244652,4.7502278375534805,4.0,3.0,7.49954432489304,0.7502278375534802,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,3.7493164873395592,4.0,1.24977216244652,7.0,4.0,2.0,6.7502278375534805,0.7502278375534802,0.0,0
YES,6.345839845713901,2.3458398457139014,3.037519537141705,5.0,4.0,4.345839845713901,3.6541601542860986,1.0,2.0,1.3458398457139016,3.6541601542860986,2.6541601542860986,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,9.0,3.0,3.3458398457139014,1.6916796914278032,4.345839845713901,2.3458398457139014,1.6541601542860984,0.3458398457139016,1.3083203085721968,0
YES,9.380760967946419,4.0,3.6192390320535814,3.0,3.0,3.0,3.0,1.3807609679464183,0.6192390320535817,4.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.476956128214327,4.0,3.0,7.0,2.6192390320535814,4.238478064107163,4.238478064107163,0.6192390320535817,4.0,0
YES,25.332109783308123,2.6678902166918754,3.6678902166918754,2.6678902166918754,3.0,3.3321097833081246,2.6678902166918754,7.332109783308125,7.667890216691875,3.0,3.6678902166918754,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.667890216691875,3.6678902166918754,3.0,2.3321097833081246,4.0,5.0,1.3321097833081246,0.6678902166918754,2.335780433383751,0
YES,13.928101835509786,1.0,2.0,2.856203671019573,4.0,4.0,4.0,0.9281018355097865,1.0718981644902135,1.9281018355097865,2.9281018355097865,1.9281018355097865,3.0,2.0718981644902135,2.0718981644902135,3.0,3.0718981644902135,4.0718981644902135,4.0718981644902135,3.0,4.0,4.0,4.21569449347064,3.9281018355097865,4.0,2.856203671019573,4.0,4.0,4.0,0.07189816449021347,0.07189816449021347,0
YES,11.844862327489633,2.0,2.8448623274896327,2.0,3.0,2.8448623274896327,3.0,7.0,0.8448623274896327,4.0,3.6897246549792655,3.8448623274896327,3.1551376725103673,2.1551376725103673,3.0,3.1551376725103673,4.844862327489633,3.0,3.8448623274896327,2.8448623274896327,3.0,3.0,7.3102753450207345,3.0,4.0,5.0,4.155137672510367,3.8448623274896327,2.6897246549792655,0.15513767251036725,3.1551376725103673,0
YES,6.552034908269838,1.223982545865081,2.447965091730162,3.0,3.223982545865081,3.776017454134919,3.0,3.776017454134919,7.447965091730162,3.0,4.7760174541349185,3.0,1.4479650917301623,2.0,3.0,1.4479650917301623,5.0,3.0,4.0,4.552034908269838,3.0,3.0,3.223982545865081,3.0,3.0,2.776017454134919,4.552034908269838,2.223982545865081,3.552034908269838,1.0,4.0,0
YES,6.521714909130954,2.760857454565477,4.7608574545654765,2.760857454565477,3.239142545434523,3.0,4.2391425454345235,3.7174276363035696,7.0,1.0,1.239142545434523,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,6.478285090869046,3.0,2.0,0.7608574545654768,4.0,2.239142545434523,1.760857454565477,1.0,3.760857454565477,0
YES,14.975399306225839,2.4876996531129194,1.4876996531129194,1.4876996531129194,3.0,3.0,4.487699653112919,2.0,0.9753993062258388,1.5123003468870806,2.0,1.5123003468870806,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.5123003468870806,3.5123003468870806,2.024600693774161,3.5123003468870806,3.4876996531129194,0.9753993062258388,5.0,5.0,5.975399306225839,0.0,2.0,0
YES,24.67928369480784,3.0,1.7735721017307204,2.7735721017307204,1.7735721017307204,1.2264278982692796,4.0,3.2264278982692796,5.452855796538559,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.2264278982692796,3.0,2.2264278982692796,1.5471442034614407,4.22642789826928,2.452855796538559,0.7735721017307203,1.0,2.7735721017307204,0
YES,7.0,3.911919241223071,3.9559596206115355,2.0,2.0440403793884645,3.0,3.0,7.0,1.9119192412230712,2.0440403793884645,4.9559596206115355,3.9559596206115355,3.0,2.0,3.0,2.0440403793884645,5.0,3.0,4.0,3.9559596206115355,3.0,3.0,3.911919241223071,3.0,3.0440403793884645,8.911919241223071,4.9559596206115355,3.0440403793884645,1.0880807587769288,0.9559596206115356,3.9559596206115355,0
YES,5.386670307469413,3.0,3.0,2.6933351537347066,3.3066648462652934,3.0,4.0,7.693335153734707,2.3066648462652934,1.0,1.6933351537347066,1.0,2.3066648462652934,2.3066648462652934,2.3066648462652934,2.3066648462652934,4.693335153734707,5.0,5.0,3.6933351537347066,3.3066648462652934,3.3066648462652934,3.0,3.3066648462652934,3.3066648462652934,9.0,3.3066648462652934,3.3066648462652934,2.3066648462652934,0.0,3.3066648462652934,0
YES,25.0,2.0,1.0,2.0,3.351764102617903,3.351764102617903,4.0,3.351764102617903,2.648235897382097,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,0.35176410261790303,3.648235897382097,2.648235897382097,5.703528205235806,3.0,3.9447076921462907,1.703528205235806,0.0,1.703528205235806,0
YES,6.231480095912988,3.231480095912988,2.231480095912988,2.231480095912988,4.0,4.0,4.768519904087012,5.0,3.5370398081740237,1.4629601918259765,1.4629601918259765,2.0,2.768519904087012,2.768519904087012,2.768519904087012,2.768519904087012,4.231480095912988,5.0,5.0,3.231480095912988,4.0,4.0,0.6944402877389647,3.231480095912988,4.0,7.768519904087012,4.0,4.0,0.23148009591298824,1.0,0.0,0
YES,20.0,2.681353013241349,3.681353013241349,1.6813530132413488,4.0,4.0,4.0,2.044059039724046,0.6813530132413488,2.0,3.0,1.6813530132413488,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.3627060264826976,4.0,2.3627060264826976,3.681353013241349,4.681353013241349,3.6372939735173024,1.0,2.681353013241349,0
YES,7.0,3.0,2.880366382504165,2.880366382504165,2.119633617495835,2.059816808747917,3.0,0.059816808747917394,2.8205495737562476,3.940183191252083,2.940183191252083,1.1196336174958348,2.0,2.940183191252083,2.0,2.0,3.0,2.059816808747917,4.059816808747917,4.0,2.059816808747917,4.059816808747917,8.059816808747918,3.119633617495835,3.0,2.940183191252083,3.0,3.119633617495835,5.179450426243752,0.0,0.9401831912520826,0
YES,4.046785844971769,4.0,2.906428310056463,3.0,3.0,2.9532141550282316,3.0,8.906428310056462,8.0,3.9532141550282316,3.9532141550282316,3.0467858449717684,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0467858449717684,4.0,3.0,5.906428310056463,3.0467858449717684,3.0,0.0,0.04678584497176852,3.9532141550282316,0
YES,14.639304110584124,1.0,2.6803479447079375,3.360695889415875,4.0,3.0,5.0,2.0410438341238124,4.0,1.3196520552920625,2.3196520552920625,1.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,1.3196520552920625,3.0,2.0,5.319652055292062,4.0,2.6803479447079375,0.6393041105841251,0.31965205529206253,0.6803479447079375,0
YES,9.438176716666355,3.1236465666672895,3.1236465666672895,1.8763534333327105,3.0,3.0,3.0,5.0,3.0,2.438176716666355,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,1.5618232833336447,3.0,3.438176716666355,5.87635343333271,5.0,3.438176716666355,3.0,1.0,2.0,0
YES,14.100739641075311,1.1007396410753105,1.0,2.798520717849379,3.8992603589246895,3.0,5.0,7.89926035892469,6.89926035892469,1.0,2.8992603589246895,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,5.798520717849379,3.0,3.0,4.10073964107531,2.201479282150621,2.8992603589246895,0.8992603589246896,0.10073964107531042,3.0,0
YES,4.11321566017253,3.0377385533908434,2.0,1.0,3.0377385533908434,3.0377385533908434,3.0,2.0,2.924522893218313,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.962261446609157,3.9622614466091566,4.0,7.962261446609157,4.0,3.9622614466091566,1.0377385533908434,1.0,3.88678433982747,0
YES,1.5558847535036677,3.4441152464963323,2.1117695070073355,3.0,2.0,1.8882304929926645,3.5558847535036677,2.0,0.8882304929926645,3.1117695070073355,3.5558847535036677,3.5558847535036677,4.0,3.0,3.5558847535036677,4.0,3.4441152464963323,3.5558847535036677,3.0,2.0,2.4441152464963323,3.0,1.5558847535036677,3.5558847535036677,3.5558847535036677,9.0,3.0,3.0,1.4441152464963323,1.0,3.5558847535036677,0
YES,14.749914763573425,1.7500284121421912,4.0,2.249971587857809,3.0,2.0,3.750028412142191,1.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.750028412142191,2.0,3.0,1.2499715878578088,3.0,3.249971587857809,6.749914763573426,4.500056824284382,3.4999431757156176,4.500056824284382,0.0,2.750028412142191,0
YES,27.063322047528967,3.468338976235517,2.468338976235517,3.0,3.531661023764483,4.0,5.0,5.063322047528966,3.0,1.0,2.0,1.531661023764483,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,6.063322047528966,3.468338976235517,4.0,1.468338976235517,3.936677952471034,3.0,0.531661023764483,1.0,0.531661023764483,0
YES,12.537782934741376,2.0,3.0,2.0,3.0,3.0,4.0,3.075565869482753,2.3866511957758707,4.0,2.4622170652586233,2.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,0.4622170652586235,3.0,2.0,4.462217065258623,4.537782934741377,3.075565869482753,5.0,1.0,1.3866511957758705,0
YES,19.0,1.2780995150663563,4.721900484933643,1.5561990301327129,2.2780995150663563,3.0,3.7219004849336437,4.721900484933643,4.721900484933643,3.2780995150663563,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,6.721900484933643,3.7219004849336437,4.0,6.721900484933643,3.7219004849336437,4.0,2.0,1.0,0.0,0
YES,1.7830437541361204,2.0,2.2169562458638796,3.0,8.264350033088963,2.7830437541361204,3.0,5.0,6.216956245863879,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,7.433912491727759,2.2169562458638796,3.7830437541361204,0.6508687375916385,0.7830437541361205,3.7830437541361204,0
YES,14.135983962227877,4.0,2.711994654075959,3.0,3.0,3.0,2.711994654075959,8.711994654075959,8.135983962227877,3.0,4.0,3.711994654075959,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.711994654075959,3.0,3.0,1.4239893081519177,3.711994654075959,2.576010691848082,0.5760106918480823,3.576010691848082,3.0,0.0,0.7119946540759589,2.711994654075959,0
YES,4.443671992742921,2.443671992742921,2.443671992742921,1.0,2.443671992742921,2.443671992742921,3.556328007257079,5.331015978228762,1.8873439854858414,3.1126560145141586,3.1126560145141586,3.0,4.0,3.0,3.556328007257079,4.0,3.443671992742921,3.556328007257079,3.0,2.0,2.443671992742921,3.0,9.0,4.112656014514158,3.443671992742921,8.443671992742921,5.0,3.0,1.1126560145141586,0.0,0.4436719927429207,0
YES,27.0,2.941689627955822,3.0,3.0,2.0,2.058310372044178,2.087465558066267,0.0,2.0,1.970844813977911,2.0,1.0,2.0,2.970844813977911,2.0,2.0,3.058310372044178,2.087465558066267,4.029155186022089,4.0,2.029155186022089,3.970844813977911,9.0,3.029155186022089,2.029155186022089,6.058310372044178,4.029155186022089,3.0,1.029155186022089,0.029155186022088997,1.0,0
YES,18.0,2.9072489443564056,3.0,4.0,3.0,2.0927510556435944,3.9072489443564056,6.278253166930782,0.9072489443564058,3.9072489443564056,3.8144978887128116,3.0927510556435944,4.0,2.0927510556435944,3.9072489443564056,4.0,3.0927510556435944,3.9072489443564056,3.0,2.0,2.0927510556435944,3.0,1.0,3.0,3.9072489443564056,8.092751055643594,4.814497888712811,2.0927510556435944,3.9072489443564056,0.9072489443564058,0.0,0
YES,17.156283709549776,3.8437162904502236,4.156283709549776,2.1562837095497764,4.843716290450224,4.843716290450224,3.1562837095497764,0.46885112864932865,5.468851128649328,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,8.843716290450224,4.0,2.3125674190995524,1.3125674190995524,4.0,3.1562837095497764,0.0,1.0,0.8437162904502238,0
YES,1.7799113231286134,3.7799113231286134,3.2200886768713866,1.6602660306141597,3.7799113231286134,2.2200886768713866,5.0,6.33973396938584,0.0,1.0,2.0,1.7799113231286134,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,8.0,3.0,3.7799113231286134,0.4401773537427731,4.559822646257227,4.779911323128614,7.559822646257227,0.22008867687138656,1.0,0
YES,23.481723823552354,2.0,4.481723823552354,3.0,4.0,3.4817238235523535,4.518276176447646,0.48172382355235366,4.0,1.0,3.5182761764476465,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,7.036552352895293,4.518276176447646,3.0,6.481723823552354,4.0,4.0,1.0365523528952927,0.48172382355235366,3.5182761764476465,0
YES,8.710114766337279,1.0,2.2898852336627207,1.2898852336627207,4.0,3.2898852336627207,5.0,5.0,4.289885233662721,2.7101147663372793,2.7101147663372793,1.7101147663372793,2.2898852336627207,2.2898852336627207,2.2898852336627207,2.2898852336627207,4.710114766337279,5.0,5.0,3.7101147663372793,4.0,4.0,1.4202295326745586,3.2898852336627207,3.7101147663372793,2.0,4.289885233662721,3.0,5.710114766337279,0.2898852336627207,1.2898852336627207,0
YES,25.0,3.9042709452556026,1.0,3.0,2.9042709452556026,1.9042709452556026,3.0957290547443974,0.0957290547443973,5.0,3.0957290547443974,4.095729054744397,3.9042709452556026,3.0957290547443974,2.0957290547443974,3.0957290547443974,3.0957290547443974,4.808541890511205,3.0957290547443974,3.9042709452556026,2.9042709452556026,2.9042709452556026,3.0,5.904270945255603,3.0957290547443974,4.0,6.808541890511205,4.0,3.9042709452556026,1.1914581094887946,1.0,1.8085418905112054,0
YES,25.0,2.0,2.317694697547162,2.0,3.0,3.0,3.3646106049056757,6.635389395094324,6.0,2.682305302452838,3.317694697547162,3.682305302452838,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,3.317694697547162,4.0,3.0,3.317694697547162,4.682305302452837,2.3646106049056757,1.0,1.6353893950943243,0
YES,18.062650788851286,4.0,1.9686746055743571,2.031325394425643,3.0,2.968674605574357,3.0,2.0626507888512857,7.0,3.0,3.968674605574357,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.968674605574357,3.0,3.0,1.9373492111487143,3.031325394425643,3.968674605574357,0.9686746055743571,3.968674605574357,4.0,2.9060238167230716,1.0,1.9373492111487143,0
YES,23.0,2.262342966780946,4.737657033219055,3.0,4.0,4.0,4.262342966780945,5.475314066438108,1.4753140664381086,1.0,2.0,1.2623429667809458,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.737657033219054,4.0,4.0,1.2623429667809458,3.262342966780946,2.737657033219054,3.5246859335618916,2.5246859335618916,2.737657033219054,1.2623429667809458,0.2623429667809457,3.4753140664381084,0
YES,3.6261002901262938,4.0,4.686949854936853,2.0,3.0,3.686949854936853,3.0,3.6261002901262938,4.313050145063147,3.0,4.313050145063147,2.686949854936853,3.0,2.0,3.0,2.313050145063147,5.0,3.0,4.0,3.686949854936853,3.0,3.0,1.3738997098737062,3.313050145063147,3.313050145063147,5.313050145063147,5.0,4.373899709873706,0.9391504351894406,0.3130501450631469,0.0,0
YES,15.836498490618034,1.8364984906180335,3.8364984906180335,2.1635015093819665,3.0,3.1635015093819665,5.0,9.0,0.8364984906180335,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,3.327003018763933,3.1635015093819665,3.8364984906180335,7.163501509381966,4.836498490618034,3.1635015093819665,3.0,0.0,2.0,0
YES,15.0,3.0,1.1004288633809105,1.1004288633809105,4.0,3.0,3.0502144316904554,2.9497855683095446,8.0,2.9497855683095446,2.0,1.9497855683095446,2.0,2.0,2.0,2.0,3.1004288633809107,3.1004288633809107,5.0,4.0,3.0,4.899571136619089,2.0,4.899571136619089,4.0,8.050214431690454,3.0502144316904554,3.0502144316904554,1.9497855683095446,0.05021443169045525,3.0502144316904554,0
YES,9.070773662382058,1.0,2.5353868311910293,4.0707736623820585,3.0,3.9292263376179415,3.4646131688089707,5.535386831191029,5.535386831191029,2.4646131688089707,4.535386831191029,2.5353868311910293,2.0707736623820585,2.0,3.0,1.5353868311910293,5.0,3.0,4.0,4.464613168808971,3.0,3.0,1.0,3.5353868311910293,2.5353868311910293,7.0,5.0,4.0707736623820585,1.0,0.46461316880897086,1.5353868311910293,0
YES,7.62038323554833,1.6203832355483296,1.6203832355483296,4.0,3.0,3.0,2.3796167644516704,4.759233528903341,8.62038323554833,3.0,3.0,2.3796167644516704,3.6203832355483296,2.6203832355483296,3.0,3.2407664710966593,4.37961676445167,3.0,3.3796167644516704,4.0,3.0,3.0,1.7592335289033405,3.0,3.3796167644516704,2.7592335289033407,4.37961676445167,2.7592335289033407,0.6203832355483297,0.6203832355483297,3.3796167644516704,0
YES,3.683413240091349,3.0,1.3165867599086511,2.0,3.0,4.0,4.683413240091349,4.366826480182698,0.6834132400913489,1.0,1.3165867599086511,1.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,6.366826480182698,3.0,2.316586759908651,3.9497602797259534,3.316586759908651,3.316586759908651,6.316586759908651,1.0,0.6331735198173023,0
YES,14.714300405955235,2.0,1.8570987821342935,2.7143004059552354,3.7143004059552354,4.714300405955235,3.5713991880895293,2.0,6.428600811910471,2.0,2.2856995940447646,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,8.42860081191047,3.7143004059552354,4.0,6.571399188089529,4.714300405955235,3.2856995940447646,0.0,1.0,2.2856995940447646,0
YES,20.274122314581227,2.0913741048604093,2.1827482097208186,1.1827482097208184,3.0,2.9086258951395907,4.0,4.091374104860409,7.0,3.0,2.9086258951395907,1.9086258951395907,2.9086258951395907,3.8172517902791814,2.0,2.9086258951395907,2.0913741048604093,1.0913741048604093,3.0913741048604093,3.0913741048604093,2.9086258951395907,3.0913741048604093,7.0,3.0913741048604093,4.0,0.9086258951395908,4.0,3.9086258951395907,0.0,0.0913741048604092,0.1827482097208184,0
YES,1.6851741706483512,3.3703483412967024,3.0,1.0,4.0,4.0,4.685174170648351,0.0,4.314825829351649,1.3148258293516488,2.3148258293516486,1.0,2.6851741706483514,2.6851741706483514,2.6851741706483514,2.6851741706483514,4.314825829351649,5.0,5.0,3.3148258293516486,4.0,4.0,8.68517417064835,3.3148258293516486,3.0,7.314825829351649,3.0,3.0,3.0555225119450533,1.0,2.0,0
YES,22.04305240271567,3.0430524027156687,3.0430524027156687,3.0430524027156687,2.0430524027156687,3.0430524027156687,5.0,0.04305240271566857,3.9138951945686626,1.0430524027156687,1.0,1.9569475972843313,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.9569475972843313,3.0,3.0,0.08610480543133714,4.0,2.0861048054313374,0.0,3.0430524027156687,3.0430524027156687,6.956947597284332,1.0,1.9138951945686629,0
YES,11.56192772728887,1.2190361363555646,2.0,2.2190361363555646,3.0,2.0,3.0,5.219036136355565,3.7809638636444354,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,0.7809638636444353,3.2190361363555646,3.2190361363555646,4.8761445454222585,5.0,4.561927727288871,4.219036136355565,0.0,0.0,0
YES,8.39822779395801,1.6017722060419883,4.601772206041988,1.0,3.0,3.3982277939580117,5.0,6.0,2.3982277939580117,1.6017722060419883,2.3982277939580117,1.3982277939580117,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.3982277939580117,3.3982277939580117,6.796455587916023,3.0,2.7964555879160233,5.0,2.3982277939580117,4.203544412083977,1.7964555879160233,1.0,0.39822779395801167,0
YES,14.887807664639823,3.4439038323199114,2.4439038323199114,2.5560961676800886,4.0,3.4439038323199114,4.443903832319911,1.4439038323199116,0.4439038323199116,2.112192335360177,2.5560961676800886,1.5560961676800884,2.4439038323199114,2.4439038323199114,2.4439038323199114,2.4439038323199114,4.556096167680089,5.0,5.0,3.5560961676800886,4.0,4.0,1.4439038323199116,3.0,2.5560961676800886,4.443903832319911,3.0,5.0,7.556096167680089,1.0,1.0,0
YES,5.212810827099737,2.8935945864501313,2.0,3.212810827099737,3.1064054135498687,3.0,4.893594586450131,2.1064054135498687,3.1064054135498687,1.1064054135498684,1.2128108270997369,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.1064054135498687,3.1064054135498687,8.0,3.0,3.8935945864501313,7.787189172900263,5.0,3.787189172900263,3.0,0.8935945864501316,0.10640541354986843,0
YES,20.0,1.6580549838612209,2.0,1.0,3.341945016138779,2.6838900322775583,3.658054983861221,7.658054983861221,4.0,3.0,4.341945016138779,2.0,3.658054983861221,2.658054983861221,3.658054983861221,3.658054983861221,3.6838900322775583,3.658054983861221,3.341945016138779,2.341945016138779,2.341945016138779,3.0,9.0,4.658054983861221,3.6838900322775583,4.683890032277558,4.658054983861221,3.6838900322775583,0.34194501613877926,0.0,2.341945016138779,0
YES,15.01611820668424,1.0,2.99194089665788,3.0,3.00805910334212,4.0,5.0,4.98388179331576,3.0,1.0,2.0,1.0,2.99194089665788,2.99194089665788,2.99194089665788,2.99194089665788,4.00805910334212,5.0,5.0,3.00805910334212,3.99194089665788,3.99194089665788,8.99194089665788,4.0,3.99194089665788,7.01611820668424,4.99194089665788,4.98388179331576,3.99194089665788,0.9919408966578802,1.0,0
YES,20.0,1.9431748229612849,4.943174822961285,2.0,2.943174822961285,3.0,3.0,8.943174822961286,0.056825177038715036,3.056825177038715,4.943174822961285,3.943174822961285,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.943174822961285,3.0,3.0,7.0,4.056825177038715,3.943174822961285,0.056825177038715036,0.056825177038715036,2.1136503540774303,0
YES,3.2371444659777113,1.7628555340222887,2.5257110680445773,3.0,3.0,3.0,5.0,5.0,2.5257110680445773,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,0.0,3.2371444659777113,3.0,3.0,4.762855534022289,4.0,0.23714446597771122,0.7628555340222888,2.4742889319554227,0
YES,1.0,2.0,4.107614184759859,1.8923858152401412,3.892385815240141,3.892385815240141,3.2152283695197177,2.892385815240141,2.0,1.0,2.892385815240141,1.8923858152401412,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.892385815240141,3.892385815240141,9.0,3.892385815240141,2.892385815240141,0.0,3.0,4.107614184759859,0.32284255427957653,0.10761418475985884,3.107614184759859,0
YES,17.76812817838088,3.7681281783808824,2.2318718216191176,3.2318718216191176,4.0,4.0,3.7681281783808824,7.231871821619118,1.2318718216191178,2.0,3.0,1.7681281783808822,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,1.6956154648573536,2.5362563567617644,4.768128178380882,2.7681281783808824,2.4637436432382356,4.768128178380882,0.7681281783808822,1.0,3.2318718216191176,0
YES,26.0,3.500477315866718,4.0,2.0,2.9990453682665636,3.0,3.499522684133282,5.499522684133282,4.0,2.499522684133282,4.0,3.0,3.0,2.0,3.0,2.500477315866718,5.0,3.0,4.0,3.499522684133282,3.0,3.0,5.498568052399845,4.0,3.0,7.999045368266564,4.500477315866718,2.0,0.0,0.5004773158667182,1.5014319476001545,0
YES,9.698688301945948,2.4337705660180173,3.132458867963965,2.5662294339819827,2.4337705660180173,3.4337705660180173,2.4337705660180173,7.132458867963965,1.5662294339819824,2.5662294339819827,4.0,2.5662294339819827,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,9.0,3.0,4.566229433981983,1.0,4.433770566018017,3.5662294339819827,0.5662294339819824,0.5662294339819824,0.0,0
YES,7.249503079682742,2.0,3.5009938406345165,2.249503079682742,3.750496920317258,3.0,5.0,4.499006159365484,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,6.500993840634516,3.249503079682742,3.0,0.24950307968274177,4.251490760951775,3.0,4.0,0.24950307968274177,3.750496920317258,0
YES,9.905057020275363,1.0,2.0,3.0,1.0949429797246373,2.0,4.0,6.094942979724637,6.3575855304130435,3.5474714898623185,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,7.4525285101376815,3.0,3.0,2.642414469586956,4.4525285101376815,3.4525285101376815,0.0,1.0,2.094942979724637,0
YES,1.2743846052025876,2.7256153947974124,2.7256153947974124,2.2743846052025876,4.451230789594825,4.451230789594825,3.548769210405175,5.823153815607762,4.274384605202587,3.2743846052025876,2.0,1.2743846052025876,2.2743846052025876,3.2743846052025876,2.0,2.2743846052025876,2.7256153947974124,1.7256153947974124,3.7256153947974124,3.7256153947974124,2.2743846052025876,3.7256153947974124,4.725615394797413,4.0,3.0,1.2743846052025876,3.0,2.0,5.725615394797413,1.0,3.7256153947974124,0
YES,16.90158300528707,3.0984169947129323,2.0,3.0,4.901583005287067,4.0,4.803166010574135,1.8031660105741352,2.1968339894258646,1.0,2.0,1.0984169947129323,2.9015830052870677,2.9015830052870677,2.9015830052870677,2.9015830052870677,4.098416994712933,5.0,5.0,3.0984169947129323,4.0,4.0,5.0,3.7047490158612026,3.9015830052870677,7.098416994712933,3.9015830052870677,3.8031660105741354,0.0,0.09841699471293242,3.0,0
